TIMESTAMP               | EVENTO             |    PID | ESTADO       |    CPU% |       MEM | ALGORITMO    |  QUANTUM | DETALLE
------------------------+--------------------+--------+--------------+---------+-----------+--------------+----------+-----------------------------
2025-09-08 23:02:58.569 | INICIO_SIMULACION  |      - | READY        |       - |         - | FCFS         |        - | tickMs=500, probNuevo=0.35
2025-09-08 23:03:00.408 | IDLE               |      - | IDLE         |       - |         - | FCFS         |        - | sin procesos listos
2025-09-08 23:03:00.908 | IDLE               |      - | IDLE         |       - |         - | FCFS         |        - | sin procesos listos
2025-09-08 23:03:01.408 | IDLE               |      - | IDLE         |       - |         - | FCFS         |        - | sin procesos listos
2025-09-08 23:03:01.918 | CREAR_PROCESO      |      1 | READY        |      0% |     132MB | FCFS         |        - | rafaga=6, prioridad=5
2025-09-08 23:03:01.919 | CAMBIO_ESTADO      |      1 | READY        |      0% |     132MB | FCFS         |        - | NEW→READY
2025-09-08 23:03:01.920 | CAMBIO_ESTADO      |      1 | RUNNING      |      0% |     132MB | FCFS         |        - | READY→RUNNING
2025-09-08 23:03:01.922 | EJECUTAR_TICK      |      1 | RUNNING      |     99% |     281MB | FCFS         |        - | rafagaRestante=5
2025-09-08 23:03:02.409 | EJECUTAR_TICK      |      1 | RUNNING      |     40% |     201MB | FCFS         |        - | rafagaRestante=4
2025-09-08 23:03:02.910 | EJECUTAR_TICK      |      1 | RUNNING      |     46% |     133MB | FCFS         |        - | rafagaRestante=3
2025-09-08 23:03:03.409 | CREAR_PROCESO      |      2 | READY        |      0% |     138MB | FCFS         |        - | rafaga=11, prioridad=2
2025-09-08 23:03:03.411 | CAMBIO_ESTADO      |      2 | READY        |      0% |     138MB | FCFS         |        - | NEW→READY
2025-09-08 23:03:03.412 | EJECUTAR_TICK      |      1 | RUNNING      |    100% |     352MB | FCFS         |        - | rafagaRestante=2
2025-09-08 23:03:03.909 | EJECUTAR_TICK      |      1 | RUNNING      |     74% |      76MB | FCFS         |        - | rafagaRestante=1
2025-09-08 23:03:04.410 | EJECUTAR_TICK      |      1 | RUNNING      |      0% |       0MB | FCFS         |        - | rafagaRestante=0
2025-09-08 23:03:04.412 | CAMBIO_ESTADO      |      1 | TERMINATED   |      0% |       0MB | FCFS         |        - | RUNNING→TERMINATED
2025-09-08 23:03:04.414 | TERMINAR_PROCESO   |      1 | TERMINATED   |      0% |       0MB | FCFS         |        - | fin_natural
2025-09-08 23:03:04.908 | CAMBIO_ESTADO      |      2 | RUNNING      |      0% |     138MB | FCFS         |        - | READY→RUNNING
2025-09-08 23:03:04.908 | EJECUTAR_TICK      |      2 | RUNNING      |     41% |      50MB | FCFS         |        - | rafagaRestante=10
2025-09-08 23:03:05.409 | EJECUTAR_TICK      |      2 | RUNNING      |     43% |     304MB | FCFS         |        - | rafagaRestante=9
2025-09-08 23:03:05.908 | CREAR_PROCESO      |      3 | READY        |      0% |     142MB | FCFS         |        - | rafaga=10, prioridad=4
2025-09-08 23:03:05.910 | CAMBIO_ESTADO      |      3 | READY        |      0% |     142MB | FCFS         |        - | NEW→READY
2025-09-08 23:03:05.911 | EJECUTAR_TICK      |      2 | RUNNING      |     11% |     362MB | FCFS         |        - | rafagaRestante=8
2025-09-08 23:03:06.409 | EJECUTAR_TICK      |      2 | RUNNING      |     91% |      50MB | FCFS         |        - | rafagaRestante=7
2025-09-08 23:03:06.910 | CREAR_PROCESO      |      4 | READY        |      0% |     166MB | FCFS         |        - | rafaga=6, prioridad=3
2025-09-08 23:03:06.910 | CAMBIO_ESTADO      |      4 | READY        |      0% |     166MB | FCFS         |        - | NEW→READY
2025-09-08 23:03:06.910 | EJECUTAR_TICK      |      2 | RUNNING      |     28% |     131MB | FCFS         |        - | rafagaRestante=6
2025-09-08 23:03:07.410 | EJECUTAR_TICK      |      2 | RUNNING      |     59% |     396MB | FCFS         |        - | rafagaRestante=5
2025-09-08 23:03:07.908 | EJECUTAR_TICK      |      2 | RUNNING      |     75% |      71MB | FCFS         |        - | rafagaRestante=4
2025-09-08 23:03:08.409 | EJECUTAR_TICK      |      2 | RUNNING      |     86% |      23MB | FCFS         |        - | rafagaRestante=3
2025-09-08 23:03:08.908 | CREAR_PROCESO      |      5 | READY        |      0% |     189MB | FCFS         |        - | rafaga=9, prioridad=1
2025-09-08 23:03:08.910 | CAMBIO_ESTADO      |      5 | READY        |      0% |     189MB | FCFS         |        - | NEW→READY
2025-09-08 23:03:08.912 | EJECUTAR_TICK      |      2 | RUNNING      |     80% |     485MB | FCFS         |        - | rafagaRestante=2
2025-09-08 23:03:09.408 | EJECUTAR_TICK      |      2 | RUNNING      |     43% |     171MB | FCFS         |        - | rafagaRestante=1
2025-09-08 23:03:09.909 | EJECUTAR_TICK      |      2 | RUNNING      |      0% |       0MB | FCFS         |        - | rafagaRestante=0
2025-09-08 23:03:09.909 | CAMBIO_ESTADO      |      2 | TERMINATED   |      0% |       0MB | FCFS         |        - | RUNNING→TERMINATED
2025-09-08 23:03:09.911 | TERMINAR_PROCESO   |      2 | TERMINATED   |      0% |       0MB | FCFS         |        - | fin_natural
2025-09-08 23:03:10.409 | CAMBIO_ESTADO      |      3 | RUNNING      |      0% |     142MB | FCFS         |        - | READY→RUNNING
2025-09-08 23:03:10.411 | EJECUTAR_TICK      |      3 | RUNNING      |     24% |     278MB | FCFS         |        - | rafagaRestante=9
2025-09-08 23:03:10.909 | EJECUTAR_TICK      |      3 | RUNNING      |     51% |     313MB | FCFS         |        - | rafagaRestante=8
2025-09-08 23:03:11.408 | CREAR_PROCESO      |      6 | READY        |      0% |     189MB | FCFS         |        - | rafaga=5, prioridad=5
2025-09-08 23:03:11.408 | CAMBIO_ESTADO      |      6 | READY        |      0% |     189MB | FCFS         |        - | NEW→READY
2025-09-08 23:03:11.409 | EJECUTAR_TICK      |      3 | RUNNING      |     23% |     388MB | FCFS         |        - | rafagaRestante=7
2025-09-08 23:03:11.909 | CREAR_PROCESO      |      7 | READY        |      0% |      75MB | FCFS         |        - | rafaga=8, prioridad=2
2025-09-08 23:03:11.910 | CAMBIO_ESTADO      |      7 | READY        |      0% |      75MB | FCFS         |        - | NEW→READY
2025-09-08 23:03:11.912 | EJECUTAR_TICK      |      3 | RUNNING      |     79% |      74MB | FCFS         |        - | rafagaRestante=6
2025-09-08 23:03:12.409 | EJECUTAR_TICK      |      3 | RUNNING      |     37% |      78MB | FCFS         |        - | rafagaRestante=5
2025-09-08 23:03:12.909 | EJECUTAR_TICK      |      3 | RUNNING      |     42% |     269MB | FCFS         |        - | rafagaRestante=4
2025-09-08 23:03:13.408 | CREAR_PROCESO      |      8 | READY        |      0% |     113MB | FCFS         |        - | rafaga=10, prioridad=3
2025-09-08 23:03:13.409 | CAMBIO_ESTADO      |      8 | READY        |      0% |     113MB | FCFS         |        - | NEW→READY
2025-09-08 23:03:13.410 | EJECUTAR_TICK      |      3 | RUNNING      |     80% |     347MB | FCFS         |        - | rafagaRestante=3
2025-09-08 23:03:13.909 | EJECUTAR_TICK      |      3 | RUNNING      |     67% |     287MB | FCFS         |        - | rafagaRestante=2
2025-09-08 23:03:14.408 | EJECUTAR_TICK      |      3 | RUNNING      |     67% |      61MB | FCFS         |        - | rafagaRestante=1
2025-09-08 23:03:14.908 | EJECUTAR_TICK      |      3 | RUNNING      |      0% |       0MB | FCFS         |        - | rafagaRestante=0
2025-09-08 23:03:14.909 | CAMBIO_ESTADO      |      3 | TERMINATED   |      0% |       0MB | FCFS         |        - | RUNNING→TERMINATED
2025-09-08 23:03:14.910 | TERMINAR_PROCESO   |      3 | TERMINATED   |      0% |       0MB | FCFS         |        - | fin_natural
2025-09-08 23:03:15.410 | CAMBIO_ESTADO      |      4 | RUNNING      |      0% |     166MB | FCFS         |        - | READY→RUNNING
2025-09-08 23:03:15.410 | EJECUTAR_TICK      |      4 | RUNNING      |     31% |     131MB | FCFS         |        - | rafagaRestante=5
2025-09-08 23:03:15.908 | EJECUTAR_TICK      |      4 | RUNNING      |     92% |     101MB | FCFS         |        - | rafagaRestante=4
2025-09-08 23:03:16.408 | EJECUTAR_TICK      |      4 | RUNNING      |     27% |      87MB | FCFS         |        - | rafagaRestante=3
2025-09-08 23:03:16.908 | EJECUTAR_TICK      |      4 | RUNNING      |     98% |     458MB | FCFS         |        - | rafagaRestante=2
2025-09-08 23:03:17.408 | CREAR_PROCESO      |      9 | READY        |      0% |     114MB | FCFS         |        - | rafaga=8, prioridad=2
2025-09-08 23:03:17.409 | CAMBIO_ESTADO      |      9 | READY        |      0% |     114MB | FCFS         |        - | NEW→READY
2025-09-08 23:03:17.410 | EJECUTAR_TICK      |      4 | RUNNING      |     98% |     345MB | FCFS         |        - | rafagaRestante=1
2025-09-08 23:03:17.910 | EJECUTAR_TICK      |      4 | RUNNING      |      0% |       0MB | FCFS         |        - | rafagaRestante=0
2025-09-08 23:03:17.911 | CAMBIO_ESTADO      |      4 | TERMINATED   |      0% |       0MB | FCFS         |        - | RUNNING→TERMINATED
2025-09-08 23:03:17.912 | TERMINAR_PROCESO   |      4 | TERMINATED   |      0% |       0MB | FCFS         |        - | fin_natural
2025-09-08 23:03:18.408 | CAMBIO_ESTADO      |      5 | RUNNING      |      0% |     189MB | FCFS         |        - | READY→RUNNING
2025-09-08 23:03:18.409 | EJECUTAR_TICK      |      5 | RUNNING      |     90% |      70MB | FCFS         |        - | rafagaRestante=8
2025-09-08 23:03:18.909 | CREAR_PROCESO      |     10 | READY        |      0% |     153MB | FCFS         |        - | rafaga=5, prioridad=4
2025-09-08 23:03:18.909 | CAMBIO_ESTADO      |     10 | READY        |      0% |     153MB | FCFS         |        - | NEW→READY
2025-09-08 23:03:18.910 | EJECUTAR_TICK      |      5 | RUNNING      |     70% |     218MB | FCFS         |        - | rafagaRestante=7
2025-09-08 23:03:19.408 | CREAR_PROCESO      |     11 | READY        |      0% |     111MB | FCFS         |        - | rafaga=8, prioridad=4
2025-09-08 23:03:19.409 | CAMBIO_ESTADO      |     11 | READY        |      0% |     111MB | FCFS         |        - | NEW→READY
2025-09-08 23:03:19.410 | EJECUTAR_TICK      |      5 | RUNNING      |     87% |     497MB | FCFS         |        - | rafagaRestante=6
