TIMESTAMP               | EVENTO             |    PID | ESTADO       |    CPU% |       MEM | ALGORITMO    |  QUANTUM | DETALLE
------------------------+--------------------+--------+--------------+---------+-----------+--------------+----------+-----------------------------
2025-09-07 23:58:12.987 | INICIO_SIMULACION  |      - | READY        |       - |         - | SJF          |        - | tickMs=500, probNuevo=0.35
2025-09-07 23:58:15.163 | IDLE               |      - | IDLE         |       - |         - | SJF          |        - | sin procesos listos
2025-09-07 23:58:15.664 | IDLE               |      - | IDLE         |       - |         - | SJF          |        - | sin procesos listos
2025-09-07 23:58:16.164 | IDLE               |      - | IDLE         |       - |         - | SJF          |        - | sin procesos listos
2025-09-07 23:58:16.671 | CREAR_PROCESO      |      1 | READY        |      0% |     132MB | SJF          |        - | rafaga=6, prioridad=5
2025-09-07 23:58:16.672 | CAMBIO_ESTADO      |      1 | READY        |      0% |     132MB | SJF          |        - | NEW→READY
2025-09-07 23:58:16.673 | CAMBIO_ESTADO      |      1 | RUNNING      |      0% |     132MB | SJF          |        - | READY→RUNNING
2025-09-07 23:58:16.674 | EJECUTAR_TICK      |      1 | RUNNING      |     99% |     281MB | SJF          |        - | rafagaRestante=5
2025-09-07 23:58:17.164 | EJECUTAR_TICK      |      1 | RUNNING      |     40% |     201MB | SJF          |        - | rafagaRestante=4
2025-09-07 23:58:17.663 | EJECUTAR_TICK      |      1 | RUNNING      |     46% |     133MB | SJF          |        - | rafagaRestante=3
2025-09-07 23:58:18.163 | CREAR_PROCESO      |      2 | READY        |      0% |     138MB | SJF          |        - | rafaga=11, prioridad=2
2025-09-07 23:58:18.163 | CAMBIO_ESTADO      |      2 | READY        |      0% |     138MB | SJF          |        - | NEW→READY
2025-09-07 23:58:18.163 | EJECUTAR_TICK      |      1 | RUNNING      |    100% |     352MB | SJF          |        - | rafagaRestante=2
2025-09-07 23:58:18.663 | EJECUTAR_TICK      |      1 | RUNNING      |     74% |      76MB | SJF          |        - | rafagaRestante=1
2025-09-07 23:58:19.163 | EJECUTAR_TICK      |      1 | RUNNING      |      0% |       0MB | SJF          |        - | rafagaRestante=0
2025-09-07 23:58:19.164 | CAMBIO_ESTADO      |      1 | TERMINATED   |      0% |       0MB | SJF          |        - | RUNNING→TERMINATED
2025-09-07 23:58:19.167 | TERMINAR_PROCESO   |      1 | TERMINATED   |      0% |       0MB | SJF          |        - | fin_natural
2025-09-07 23:58:19.663 | CAMBIO_ESTADO      |      2 | RUNNING      |      0% |     138MB | SJF          |        - | READY→RUNNING
2025-09-07 23:58:19.664 | EJECUTAR_TICK      |      2 | RUNNING      |     41% |      50MB | SJF          |        - | rafagaRestante=10
2025-09-07 23:58:20.162 | EJECUTAR_TICK      |      2 | RUNNING      |     43% |     304MB | SJF          |        - | rafagaRestante=9
2025-09-07 23:58:20.663 | CREAR_PROCESO      |      3 | READY        |      0% |     142MB | SJF          |        - | rafaga=10, prioridad=4
2025-09-07 23:58:20.664 | CAMBIO_ESTADO      |      3 | READY        |      0% |     142MB | SJF          |        - | NEW→READY
2025-09-07 23:58:20.665 | EJECUTAR_TICK      |      2 | RUNNING      |     11% |     362MB | SJF          |        - | rafagaRestante=8
2025-09-07 23:58:21.163 | EJECUTAR_TICK      |      2 | RUNNING      |     91% |      50MB | SJF          |        - | rafagaRestante=7
2025-09-07 23:58:21.663 | CREAR_PROCESO      |      4 | READY        |      0% |     166MB | SJF          |        - | rafaga=6, prioridad=3
2025-09-07 23:58:21.664 | CAMBIO_ESTADO      |      4 | READY        |      0% |     166MB | SJF          |        - | NEW→READY
2025-09-07 23:58:21.665 | CAMBIO_ESTADO      |      4 | RUNNING      |      0% |     166MB | SJF          |        - | READY→RUNNING
2025-09-07 23:58:21.666 | EJECUTAR_TICK      |      4 | RUNNING      |     28% |     131MB | SJF          |        - | rafagaRestante=5
2025-09-07 23:58:22.162 | EJECUTAR_TICK      |      4 | RUNNING      |     59% |     396MB | SJF          |        - | rafagaRestante=4
2025-09-07 23:58:22.664 | EJECUTAR_TICK      |      4 | RUNNING      |     75% |      71MB | SJF          |        - | rafagaRestante=3
2025-09-07 23:58:23.163 | EJECUTAR_TICK      |      4 | RUNNING      |     86% |      23MB | SJF          |        - | rafagaRestante=2
2025-09-07 23:58:23.664 | CREAR_PROCESO      |      5 | READY        |      0% |     189MB | SJF          |        - | rafaga=9, prioridad=1
2025-09-07 23:58:23.664 | CAMBIO_ESTADO      |      5 | READY        |      0% |     189MB | SJF          |        - | NEW→READY
2025-09-07 23:58:23.664 | EJECUTAR_TICK      |      4 | RUNNING      |     80% |     485MB | SJF          |        - | rafagaRestante=1
2025-09-07 23:58:24.163 | EJECUTAR_TICK      |      4 | RUNNING      |      0% |       0MB | SJF          |        - | rafagaRestante=0
2025-09-07 23:58:24.164 | CAMBIO_ESTADO      |      4 | TERMINATED   |      0% |       0MB | SJF          |        - | RUNNING→TERMINATED
2025-09-07 23:58:24.165 | TERMINAR_PROCESO   |      4 | TERMINATED   |      0% |       0MB | SJF          |        - | fin_natural
2025-09-07 23:58:24.664 | EJECUTAR_TICK      |      2 | RUNNING      |     78% |      61MB | SJF          |        - | rafagaRestante=6
2025-09-07 23:58:25.164 | EJECUTAR_TICK      |      2 | RUNNING      |     24% |     278MB | SJF          |        - | rafagaRestante=5
2025-09-07 23:58:25.664 | EJECUTAR_TICK      |      2 | RUNNING      |     51% |     313MB | SJF          |        - | rafagaRestante=4
